,Question,Answer
10,"1. Which of the following information does an SQL DDL not specify?
a)	The schema for each relation
b)	The integrity constraints
c)	The operations on the tuples
d)	The security and authorization information for each relation
View Answer","Answer: c
Explanation: The SQL DDL does not specify the operations that are supposed to be made on the tuples. DDL means Data definition language, hence it does not include the operations made."
11,"2. Which of the following data types does the SQL standard not support?
a)	char(n)
b)	String(n)
c)	varchar(n)
d)	float(n)
View Answer","Answer: b
Explanation: The SQL standard does not support String(n) but it supports char, varchar and float."
12,"3. Which command is used to create a new relation in SQL
a)	create table( ,   …)
b)	create relation( ,   …)
c)	new table( ,   …)
d)	new relation(  ,   …)
View Answer","Answer: a
Explanation: We use the create table command to create a new relation in the database. The syntax is
		create table( ,   …);"
13,"4. If a1, a2, a3 are attributes in a relation and S is another relation, which of the following is an incorrect specification of an integrity constraint?
a)	primary key(a1, a2, a3)
b)	primary key(a1)
c)	foreign key(a1, a2) references S
d)	foreign key(a1, a2)
View Answer","Answer: d
Explanation: Whenever the integrity constraint foreign key is mentioned, the attributes that are the foreign keys should always be referenced from the relation in which they are primary keys."
14,"5. What is the syntax to load data into the database? (Consider D as the database and a, b, c as data)
a)	enter into D (a, b, c);
b)	insert into D values (a, b, c);
c)	insert into D (a, b, c);
d)	insert (a, b, c) values into D;
View Answer","Answer: b
Explanation: To load data into a database we use the insert into command. The syntax is
	         insert into D values (a, b, c) where a, b, c are the appropriate values"
15,"6.  Which of the following commands do we use to delete a relation (R) from a database?
a)	drop table R
b)	drop relation R
c)	delete table R
d)	delete from R
View Answer","Answer: a
Explanation: The drop table command is used to delete a relation from a database whereas the delete table removes all the tuples from a relation"
16,"7. Which of the following commands do we use to delete all the tuples from a relation (R)?
a)	delete table R
b)	drop table R
c)	delete from R
d)	drop from R
View Answer","Answer: c
Explanation: The delete from command is used to delete all the tuples in a relation. The drop table totally deletes a relation. "
17,"8. Choose the correct command to delete an attribute A from a relation R
a)	alter table R delete A
b)	alter table R drop A
c)	alter table drop A from R
d)	delete A from R
View Answer","Answer: b
Explanation: We can delete an attribute from a relation using the alter table command with the following syntax
alter table  drop "
18,"9. create table apartment(ownerID varchar (5), ownername varchar(25), floor numeric(4,0), primary key (ownerID));
Choose the correct option regarding the above statement
a)	The statement is syntactically wrong
b)	It creates a relation with three attributes ownerID, ownername, floor in which floor cannot be null.
c)	It creates a relation with three attributes ownerID, ownername, floor in which ownerID cannot be null.
d)	It creates a relation with three attributes ownerID, ownername, floor in which ownername must consist of at least 25 characters.
View Answer","Answer: c
Explanation: It creates a relation apartment with three attributes as specified. The attribute ownername cannot be null because it is the primary key of the relation."
19,"10. What does the notnull integrity constraint do?
a)	It ensures that at least one tuple is present in the relation
b)	It ensures that at least one foreign key is present in the relation
c)	It ensures that all tuples have a finite value on a specified attribute
d)	It ensures that all tuples have finite attributes on all the relations
View Answer","Answer: c
Explanation: The notnull integrity constraint ensures that all the tuples have a finite value on the specified attribute in the relation. It avoids the specification of null values."
20,"1.	Which of the following syntax of the basic query is correct?
a)	select <relation> from <attribute>
b)	select <attribute> from <elation>
c)	select <tuple> from <relation>
d)	select <tuple> from <attribute>
View Answer","Answer: b
Explanation: The select clause is used to select a specific attribute from a given relation. So, the syntactically correct statement is select <attribute> from <relation>."
21,"2.	Which of the following keywords is used beside the select clause to explicitly specify that duplicates are not removed?
a)	all
b)	not unique
c)	notnull
d)	include
View Answer","Answer: a
Explanation: The “all” keyword is used beside the select clause to explicitly specify that duplicates are not removed."
22,"3.	Which of the following logical connectives is not included in SQL?
a)	and
b)	or
c)	nor
d)	not
View Answer","Answer: d
Explanation: “not” is not a logical connective included in the SQL. The and, or and nor are logical connectives that are included in SQL. "
23,"4.	The where clause is a predicate involving attributes of the relation in the ______ clause.
a)	select
b)	from
c)	with
d)	none of the mentioned
View Answer","Answer: b
Explanation: The “from” clause contains the attribute names on which the “which” clause can be used on. "
24,"5.	select distinct dept_name
from institute;","Answer: b
Explanation: The distinct keyword is used to explicitly force the elimination of duplicate tuples. Thus, the above query excludes duplicates. "
25,"6.	What does the following query do?
select name, ID, branch
from student, department
where student.branch = department.branch;
a)	It gives all values of name, ID, branch from both the relations only if all those attributes are present in both
b)	It gives all values of name, ID, branch from their respective relations
c)	It gives the values of name, ID, branch from their respective relations where the values in the branch attribute are same
d)	It gives the values of name, ID, branch from their respective relations where all the values are matching with each other
View Answer","Answer: c
Explanation: student.branch = department.branch verifies whether both the values of the attributes are same in both the relations and returns the value. "
26,"7.	The ________ clause is used to list the attributes desired in the result of a query
a)	select
b)	from
c)	where
d)	create
View Answer","Answer: a
Explanation: The select clause is used to list the attributes desired in the result of a query."
27,"8.	If we specify multiple relations in the from clause and do not specify any conditions in the where clause, what will the result be?
a)	The natural join of both the relations
b)	The left outer join of both the relations
c)	A syntactical error
d)	The Cartesian product of both the relations
View Answer","Answer: d
Explanation: If we specify multiple relations in the from clause and do not specify any conditions in the where clause, the default definition given by the from clause is the Cartesian product of the relations listed in the clause. So it returns all the possible combinations of the tuples of the two relations. "
28,"9.	State true or false: Multiple conditions in the where clause are separated by a “,”
a)	True
b)	False
View Answer","Answer: b
Explanation: Multiple conditions in the where clause are separated by the “and” keyword. "
29,"10.	What does the natural join operation do?
a)	It considers only those pairs of tuples that have the same value on those attributes that appear in the schemas of both relations
b)	It considers only those pairs of tuples that have the same value on at least one of the attributes that appear in the schemas of both the relations
c)	It considers only those pairs of tuples that do not have the same value on those attributes that appear in the schemas of both relations
d)	None of the mentioned
View Answer","Answer: a
Explanation: The natural join operation considers only those pairs of tuples that have the same value on those attributes that appear in the schemas of both the relations. The natural join operation operates on 2 relations and gives a relation as the result. "
30,"11.	Observe the following query and choose the correct option.
select name, ID
from student natural join department natural join section
a)	The query is syntactically wrong because there is no where clause
b)	The query is syntactically wrong because there are more than one attributes in the select clause
c)	The query is syntactically wrong because more than one relations are included in the natural join operation
d)	The query is correct
View Answer","Answer: d
Explanation: The query is syntactically correct because, where clause is not necessary in a query, more than one attributes can be specified in the select clause and more than one relations may be operated on, using the natural join operator. "
31,"12. Which keyword is used to rename a relation in a query?
a)	rename
b)	as
c)	is
d)	to
View Answer","Answer: b
Explanation: The “as” keyword is used to rename a relation in a query. This is used for convenience as long relation names can reduce readability. "
32,"13.	While operating with strings, what does “_ _ _%” match with?
a)	A string of three letters
b)	A string of at least three letters
c)	A string of three words
d)	A string of at least three words
View Answer","Answer: b
Explanation: The string in the question matches with a string having at least three letters. The first three blank spaces indicate three letters whereas the percentage indicates indefinite spaces after that. "
33,"1.	What is the function of the union operation?
a)	It combines the results of any two different queries
b)	It combines the results of two different queries which have the same set of attributes in the select clause
c)	It combines the results of two different queries which have the same condition in the where clause
d)	It gives the Cartesian product of the results of any 2 queries
View Answer","Answer: b
Explanation: The union operation combines the results of two different queries which have the same set of attributes in the select clause. It automatically eliminates duplicates. "
34,"2.	What is the function of the intersect operation?
a)	It returns the intersection of the results of the results of any two different queries
b)	It returns the intersection of the results of two different queries which have the same set of attributes in the select clause
c)	It returns the intersection of the results of two different queries which have the same condition in the where clause
d)	None of the mentioned
View Answer","Answer: b
Explanation: The intersect operation returns the intersection of the results of the results of two different queries which have the same set of attributes in the select clause. It automatically eliminates duplicates. "
35,"3.	What is the function of the except operation?
a)	It excludes all the results present in both the queries
b)	It includes the results of the second query but excludes the results of the first query
c)	It includes the results of the first query but excludes the results of the second query
d)	It includes all the results of both queries but removes duplicates
View Answer","Answer: c
Explanation: The except operation includes the results of the first query but excludes the results of the second query. It automatically eliminates duplicates but if we want to retain duplicates we must use except all in place of except. "
36,"4.	When does the predicate is null succeed?
a)	If the value on which it is applied is finite
b)	If the value on which it is applied is invalid
c)	If the value on which it is applied is blank
d)	If the value on which it is applied is more than the allowed limit
View Answer","Answer: c
Explanation: The is null predicate succeeds when the value on which it is applied is blank/null. "
37,"5.	Using the _______ clause retains only one copy of identical tuples
a)	distinct
b)	is not null
c)	no repeat
d)	from
View Answer","Answer: a
Explanation: Specifying the distinct clause beside the select clause retains only one copy of identical tuples resulting from the query. "
38,"6.	Observe the following query and choose the correct optiona)	The query is syntactically wrong
b)	The query gives all the possible student names where a finite value exists for ID
c)	The query gives the names of the students that have a null ID and it also excludes identical names
d)	The query gives the student names where a finite value exists for ID and it excludes identical names
View Answer","Answer: d
Explanation: The distinct keyword is used to remove tuples that have identical values. The is not null clause checks only for ID’s that are not null values. "
39,"7.	What will be the result of the following query?a)	All the values of the studentid for which section is c and roll < 10
b)	All the values of the studentid for which section is c and roll > 10
c)	All the values of the studentid for which section not c and roll < 10
d)	All the values of the studentid for which section not c and roll > 10
View Answer","Answer: b
Explanation: The except operation excludes all the tuples that are present in the result of the second query from the result of the first query. It also excludes all duplicates from the relation. "
40,"8.	Which of the following correctly describes the between predicate in the where clause?
a)	It is used to check whether a value is in between two specified values
b)	It is used to check whether a value is exactly in the center of the relation alphabetically
c)	It is used to check whether a value is in between any two other values in the database
d)	None of the mentioned
View Answer","Answer: a
Explanation: The between predicate in the where clause is used to check whether a value is in between two externally specified values. This clause is used to list out all tuples having a value within a range. "
41,"1.	Which of the following is not a built in aggregate function in SQL?
a)	avg
b)	max
c)	total
d)	count
View Answer","Answer: c
Explanation: SQL does not include total as a built in aggregate function. The avg is used to find average, max is used to find the maximum and the count is used to count the number of values. "
42,"2.	Observe the given SQL query and choose the correct option.a)	The query is syntactically correct but gives the wrong answer
b)	The query is syntactically wrong
c)	The query is syntactically correct and gives the correct answer
d)	The query contains one or more wrongly named clauses.
View Answer","Answer: b
Explanation: The query is syntactically wrong. The attribute in the group by clause must be one of the attributes specified in the select clause. "
43,"3.	State true or false: SQL does not permit distinct with count(*)
a)	True
b)	False
View Answer","Answer: a
Explanation: SQL does not permit distinct with count(*) but the use of distinct is allowed with max and min. "
44,"4.	We apply the aggregate function to a group of sets of tuples using the _______ clause.
a)	group by
b)	group
c)	group set
d)	group attribute
View Answer","Answer: a
Explanation: We apply the aggregate function to a group of sets of tuples using the group by clause. The group by clause must always be used whenever we are willing to apply the aggregate function to a group of sets of tuples. "
45,"5.	Choose the correct option regarding the querya)	The having clause checks whether the query result is true or not
b)	The having clause does not check for any condition
c)	The having clause allows only those tuples that have average balance 10000
d)	None of the mentioned
View Answer","Answer: c
Explanation: The having clause is used to check for conditions that need to be set on aggregate functions."
46,"6.	The _____ aggregation operation adds up all the values of the attribute
a)	add
b)	avg
c)	max
d)	sum
View Answer","Answer: d
Explanation: The sum aggregation operation adds up all the values of the specified attribute. There does not exist any aggregation such as add."
47,"7.	State true or false: Any attribute which is present in the having clause without being aggregated must not be present in the group by clause.
a)	True
b)	False
View Answer","Answer: b
Explanation: Any attribute which is present in the having clause without being aggregated must be present in the group by clause. Otherwise, the query is considered to be erroneous."
48,"8.	State true or false: We can rename the resulting attribute after the aggregation function has been applied
a)	True
b)	False
View Answer","Answer: a
Explanation: Yes, we can rename the resulting attribute after the aggregation function has been applied by using a specific keyword."
49,"9.	Which keyword is used to rename the resulting attribute after the application of the aggregation function?
a)	rename
b)	as
c)	replace
d)	to
View Answer","Answer: b
Explanation: The “as” keyword is used to rename the resulting attribute after the aggregation function has been applied. Just like any other renaming operation, the as keyword simplifies the name of the relation."
50,"10.	What values does the count(*) function ignore?
a)	Repetitive values
b)	Null values
c)	Characters
d)	Integers
View Answer","Answer: b
Explanation: The count(*) aggregation function ignores null values while calculating the number of values in a particular attribute."
51,"1.	What is a subquery?
a)	A subquery is a select-from-where expression that is nested within another query
b)	A subquery is any query that is nested within another query
c)	A subquery is a relation that is externally specified which can be used to handle data in queries
d)	A subquery is a condition that excludes all the invalid tuples from the database
View Answer","Answer: a
Explanation: A subquery is a select-from-where expression that is nested within another query. Common uses for sub-queries are to perform tests for set membership, make set comparisons etc. "
52,"2.	If a set is a collection of values given by the select clause, The ______ connective tests for set membership
a)	within
b)	include
c)	under
d)	in
View Answer","Answer: d
Explanation: The in connective is used to test for the membership in a set, where the set is a collection of values given by the select clause."
53,"3.	State true or false : Nested Subqueries cannot be used for comparing two different sets
a)	True
b)	False
View Answer","Answer: b
Explanation: Nested Subqueries can be used for comparing two different sets. Set comparison is an important function of the nested sub-queries. "
54,"4.	What is the result of the following query?a)	The query gives all the studnames for which marks are greater than all the students in section c
b)	The query gives all the studnames for which the marks are greater than at least on student in section c
c)	The query gives all the studnames for which the marks are less than all the students in section c
d)	The query is syntactically incorrect
View Answer","Answer: b
Explanation: The “some” comparison is used to check for at least one condition. The > symbol is used to test whether the marks are greater than the right hand side or not. "
55,"5.	 The ________ comparison checker is used to check “each and every” condition
a)	all
b)	and
c)	every
d)	each
View Answer","Answer: a
Explanation: The all comparison checker is used to check “each and every” condition. The “each” and “every” comparison checkers do not exist in SQL. "
56,"6.	The ______ construct returns true if a given tuple is present in the subquery.
a)	not exists
b)	present
c)	not present
d)	exists
View Answer","Answer: d
Explanation: The exists construct returns true if a given tuple is present in the subquery. The not exists construct gives true if a given tuple is not present in the subquery."
57,"7.	What is a correlated sub-query?
a) An independent query that uses the correlation name of another independent query.
b) A sub-query that uses the correlation name of an outer query
c) A sub-query that substitutes the names of the outer query
d) A sub-query that does not depend on its outer query’s correlation names
View Answer","Answer: b
Explanation: A correlated sub-query is the one that uses the correlation name of an outer query. "
58,"8.	The _________ construct returns true if the argument in the sub-query is void of duplicates
a)	not null
b)	not unique
c)	unique
d)	null
View Answer","Answer: unique
Explanation: The unique construct returns true if the argument in the sub-query is void of duplicates. The not null construct avoids the specification of null values into the attribute. "
59,"9.	State true or false: We can use Subqueries inside the from clause
a)	True
b)	False
View Answer","Answer: a
Explanation: SQL allows the use of Subqueries inside the from clause. The subquery used in the from clause must have in its result the attributes that are specified in the select clause."
60,"10.	Choose the correct option regarding the following querya)	The query is syntactically wrong
b)	The query gives the studentID of the student with the maximum marks
c)	The query gives the maximum marks amongst all the students
d)	The query gives all the studentID values except the student with the maximum marks
View Answer","Answer: b
Explanation: The query gives the studentID with the maximum marks because the max(marks) aggregation gives the maximum of the marks. "
61,"11.	SQL subqueries that can occur wherever a value is permitted provided the subquery gives only one tuple with a single attribute are called _________
a)	Exact Subqueries
b)	Vector Subqueries
c)	Positive Subqueries
d)	Scalar Subqueries
View Answer","Answer: d
Explanation: SQL subqueries that can occur wherever a value is permitted provided the subquery gives only one tuple with a single attribute are called Scalar subqueries. Scalar Subqueries can be used in the SQL update statement when they are used under the set clause. "
62,"1.	Insert the appropriate key word in the blank in the query ( A is a relation)
delete ______ A
where P < 5;
a)	all
b)	from
c)	with
d)	in
View Answer","Answer: a
Explanation: the from key word is specified beside delete clause to indicate the relation from which the tuple needs to be deleted. "
63,"2.	How many relations can a delete command operate on?
a)	0
b)	1
c)	2
d)	Infinitely many
View Answer","Answer: b
Explanation: The delete command can operate only on one relation. You cannot give commands like delete R1, R2. "
64,"3.	 What is the result of the following query?a)	The query deletes all the tuples whose marks are greater than the average marks
b)	The query deletes all the tuples whose marks are less than the average marks
c)	The query deletes all the values under the marks attribute which are less than the average
d)	The query is syntactically wrong and does not execute
View Answer","Answer: b
Explanation: The query deletes all the tuples from the student relation as per the condition specified in the where clause i.e. wherever the marks are less than average marks. "
65,"4.	What is the format of entering date into a database while inserting data into it?
a)	YYYY-MM-DD
b)	“YYYY-MM-DD”
c)	‘YYYY-MM-DD’
d)	“DD-MM-YYYY”
View Answer","Answer: c
Explanation: The correct format for entering date into the database while inserting data is
‘YYYY-MM-DD’."
66,"5.	Choose the correct option regarding the following querya)	Data is inserted into the course relation
b)	Data is not inserted into the course relation due to incorrect specification
c)	Data is inserted into the CS-67 relation
d)	Data is not inserted due to the incorrect use of syntax
View Answer","Answer: d
Explanation: Data is not inserted because, the proper syntax is
insert into <relation name> values (<data>);"
67,"6.	To change a value in a tuple without changing all the values in the tuple, we use the _____ statement
a)	insert
b)	insert some
c)	update
d)	alter
View Answer","Answer: c
Explanation: To change a value in a tuple without changing the entire values in the tuple, we use the update statement. Eg: update employee set salary = salary*1.5; "
68,"7.	What does the following query do?a)	It increases the marks of all the students by 10%
b)	It decreases the marks of all the students by 90%
c)	It increases the marks of all the students by 110%
d)	It is syntactically wrong
View Answer","Answer: a
Explanation: The update clause is used to edit a specific value in the tuple. The set command is used to set the value of an attribute in a tuple."
69,"8.	State true or false: We cannot write a where clause under an update command
a)	True
b)	False
View Answer","Answer: b
Explanation: Writing a where clause under the update statement enables us to specify a condition for the selection of tuples whose values need to be updated. "
70,"9.	Scalar Subqueries can be used in the SQL update statement when they are used under the ____ clause
a)	where
b)	with
c)	set
d)	end
View Answer","Answer: c
Explanation: SQL subqueries that can occur wherever a value is permitted provided the subquery gives only one tuple with a single attribute are called Scalar subqueries. Scalar Subqueries can be used in the SQL update statement when they are used under the set clause. "
71,"10.	Which of the following cannot be used to modify the data in a database
a)	update
b)	insert
c)	delete
d)	drop
View Answer","Answer: d
Explanation: The drop keyword is used to delete the entire relation leaving no trace of it in the memory. Thus it cannot be used to edit the data in the relation. "
72,"1.	The on condition appears at the _______ of the join expression
a)	Beginning
b)	End
c)	Between
d)	The on condition is not related to join expression
View Answer","Answer: b
Explanation: The on condition appears at the end of the join expression. Because it states the condition that the relations under the join operations get matched based on. "
73,"2.	What is the difference between a join and an outer join operation?
a)	There is no difference
b)	Join preserves a few tuples that are otherwise lost in the outer join
c)	Outer join preserves a few tuples that are otherwise lost in the join
d)	An outer join can be used only on outer queries whereas a join operation can be used in Subqueries
View Answer","Answer: c
Explanation: The outer join operation preserves a few tuples that are otherwise lost in the join operation. The outer join operation preserves the tuples to the right of the operation. "
74,"3.	The join operations that do not retain mismatched tuples are called as _________ operations
a)	outer join
b)	natural join
c)	full outer join
d)	inner join
View Answer","Answer: d
Explanation: The join operations that do not retain mismatched tuples are called as inner join operations. The inner join operations do not preserve any tuples that are otherwise preserved in the outer join operation. "
75,"4.	What is the function of a left outer join?
a)	It preserves tuples only in the relation named before the operation
b)	It preserves tuples only in the relation named after the operation
c)	It preserved tuples in the relations named on both the sides of the operation
d)	It does not preserve any tuples on either side of the relation
View Answer","Answer: a
Explanation: The left outer join operation preserves the tuples named before the operation. "
76,"5.	What is the function of a full outer join?
a)	It preserves tuples only in the relation named before the operation
b)	It preserves tuples only in the relation named after the operation
c)	It preserved tuples in the relations named on both the sides of the operation
d)	It does not preserve any tuples on either side of the relation
View Answer","Answer: c
Explanation: The full outer join operation preserves the tuples named on both the sides of the operation. Unlike the inner join, outer joins preserve tuples from either or both sides of the operation. "
77,"6.	What is the function of a right outer join?
a)	It preserves tuples only in the relation named before the operation
b)	It preserves tuples only in the relation named after the operation
c)	It preserved tuples in the relations named on both the sides of the operation
d)	It does not preserve any tuples on either side of the relation
View Answer","Answer: b
Explanation: The right outer join operation preserves the tuples named after the operation. "
78,"7.	What is the function of inner join?
a)	It preserves tuples only in the relation named before the operation
b)	It preserves tuples only in the relation named after the operation
c)	It preserved tuples in the relations named on both the sides of the operation
d)	It does not preserve any tuples on either side of the relation
View Answer","Answer: d
Explanation: The join operations that do not retain mismatched tuples are called as inner join operations. The inner join operation does not preserve any tuples on either side of the relation. "
79,"8.	State true or false: on and where behave differently for outer join
a)	True
b)	False
View Answer","Answer: a
Explanation: The on condition is a part of the outer join syntax but the where clause isn’t. "
80,"9.	Which off the following is not a valid type of join?
a)	left outer join
b)	outer join
c)	join
d)	full join
View Answer","Answer: d
Explanation: There is no such join called as full join. There is a full outer join but a full join does not exist. "
81,"10.	If a left outer join is performed and the tuple on the left hand side does not match with the tuple on the right hand side, what happens to the values that are preserved on the left hand side?
a)	They are given null values
b)	They are given a random value
c)	The user is asked to enter data
d)	The query is declared invalid by the compiler
View Answer","Answer: a
Explanation: If a left outer join is performed and the tuple on the left hand side does not match with the tuple on the right hand side, the remaining values are given a null value. "
82,"1.	What is a view?
a)	An brief description of the schema diagram.
b)	A relation that is not a part of the schema but is a virtual relation
c)	Any relation that is a part of the schema
d)	A relation that is a part of the schema but which needs to be specified in every operation made on that particular relation.
View Answer","Answer: b
Explanation: A relation that is not a part of the schema but is a virtual relation is called as view. Views improve writability as viewing the entire logical model is not feasible. "
83,"2.	What is the command used to define view in SQL?
a)	define view
b)	new view
c)	create view
d)	none of the mentioned
View Answer","Answer: c
Explanation: We use the create view command to define a view in SQL. "
84,"3.	create view studentdet
select ID, address, name
from student;","Answer: d
Explanation: immediately after specifying the name of the view, we have to write the “as” keyword. So this query does not give any result as it is syntactically incorrect. "
85,"4.	State true or false: One view can be used in the expression defining another view
a)	True
b)	False
View Answer","Answer: a
Explanation: One view can be used to define another view in its expression. This further improves the writability of the code as we are reducing the entire logical model. "
86,"5.	If the actual relations used in the view definition change, the view is updated immediately. Such views are called _________
a)	Instant views
b)	Instantaneous views
c)	Materialistic views
d)	Materialized views
View Answer","Answer: d
Explanation: If the actual relations used in the view definition change, the view is updated immediately. Such views are called Materialized views. Materialized views help to keep the database up-to-date. "
87,"6.	The process of maintaining views up to date is called _________
a)	View maintenance
b)	View updating
c)	View materialization
d)	View isolation
View Answer","Answer: a
Explanation: The process of maintaining views up to date is called View maintenance. View maintenance can be done immediately when any of the views is updated. "
88,"7.	How can we insert data into a view?
a)	insert into  ();
b)	create data  values ();
c)	enter  ();
d)	insert into  values ();
View Answer","Answer: d
Explanation: We can insert data into a view using the inset into values (); statement. This operation can be done only if the view is updatable. "
89,"8.	State true or false: We can update a view if it has multiple database relations in the from clause
a)	True
b)	False
View Answer","Answer: b
Explanation: We can update a view only if it has a single database relation in the “from” clause."
90,"9.	The _______ statement makes the updates performed by the transaction permanent.
a)	Finalize work
b)	Finish work
c)	Commit work
d)	None of the mentioned
View Answer","Answer: c
Explanation: The Commit work statement makes the updates performed by the transaction permanent. After a transaction is committed, a new transaction is automatically started. "
91,"10.	The _______ statement causes the statements to undo all the updates performed on the transaction
a)	Undo work
b)	Rollback work
c)	Commit work
d)	Replace work
View Answer","Answer: b
Explanation: The Rollback work statement causes the statements to undo all the updates performed on the transaction. The database is then restored to the state of what it was before the first statement of the transaction was executed. "
92,"1.	Which of the following is not an integrity constraint?
a)	not null
b)	unique
c)	identical
d)	check
View Answer","Answer: c
Explanation: Identical is not an allowed integrity constraint in SQL. Not null prevents null values and unique only allows unique values to be entered. Check checks for a given condition. "
93,"2.	What is the function of the not null constraint?
a)	It prevents illegal data from being entered into the database
b)	It ensures that data is entered into the database
c)	It ensures that the data entered is unique
d)	None of the mentioned
View Answer","Answer: b
Explanation: The not null constraint ensures that data is entered into the database. It displays an error message whenever a data field mentioned is left empty. "
94,"3.	What is the function of the unique constraint?
a)	It ensures that no two values under an attribute are identical
b)	It ensures that all the attributes are perfectly unique in their data type
c)	It ensures that all the relations in the database have a unique set of attributes
d)	It does not have any function in SQL
View Answer","Answer: a
Explanation: The purpose of the unique clause is to ensure that no two values under the same attribute are identical. Primary keys are unique by default. "
95,"4.	What is the functions of on delete cascade?
a)	It is used to delete a tuple in a table
b)	It is used to specify the precise attribute that needs to be deleted in a single relation.
c)	It is used to preserve referential integrity in a relation
d)	It is used to execute sub-queries in the from clause.
View Answer","Answer: c
Explanation: It is used to preserve referential integrity in the relation. When an attribute of a relation is the foreign key in another relation, deleting it causes referential integrity problems. The on delete cascade solves this problem by forcing us to delete the foreign key first. "
96,"5.	What does the following condition do?
check( name in( ‘Ryan’, ‘Cristiano’, ‘Leo’))
a)	The condition checks whether the name attribute includes the three mentioned names
b)	The condition allows the name attribute to possess only the three mentioned names
c)	The condition checks whether the given names are sub-strings in at least one of the values
d)	None of the mentioned
View Answer","Answer: b
Explanation: The check clause allows the attribute to take only those values that are explicitly specified by the user inside the parentheses after the in key word. "
97,"6.	Referential integrity constraints are also called as _________
a)	Functional dependencies
b)	Subset dependencies
c)	Superset dependencies
d)	Primary dependencies
View Answer","Answer: b
Explanation: Referential integrity constraints are also called as subset dependencies. It is called so because the set of foreign key values in r1 of r2 must be a subset of the set of primary key values in r2. "
98,"7.	________  is a predicate that we expect the database to always satisfy
a)	Assertion
b)	Reason
c)	Mandate
d)	Verify
View Answer","Answer: a
Explanation: An assertion is a predicate that we expect the database to always satisfy. Domain constraints and referential integrity constraints are special forms of assertions. "
99,"8.	State true or false: Oracle does not support complex check conditions
a)	True
b)	False
View Answer","Answer: a
Explanation: Most of the widely used database management systems including oracle currently do not support complex check conditions. "
