,Question,Answer
10,"1. Which one of the following is a set of one or more attributes taken collectively to uniquely identify a record?
a) Candidate key
b) Sub key
c) Super key
d) Foreign key
View Answer"," Answer: c
Explanation: Super key is the superset of all the keys in a relation. "
11,"2. Consider attributes ID, CITY and NAME. Which one of this can be considered as a super key?
a) NAME
b) ID
c) CITY
d) CITY, ID
View Answer"," Answer: b
Explanation: Here the id is the only attribute which can be taken as a key. Other attributes are not uniquely identified. "
12,"3. The subset of a super key is a candidate key under what condition?
a) No proper subset is a super key
b) All subsets are super keys
c) Subset is a super key
d) Each subset is a super key
View Answer"," Answer: a
Explanation: The subset of a set cannot be the same set. Candidate key is a set from a super key which cannot be the whole of the super set.  "
13,"4. A _____ is a property of the entire relation, rather than of the individual tuples in which each tuple is unique.
a) Rows
b) Key
c) Attribute
d) Fields
View Answer"," Answer: b
Explanation: Key is the constraint which specifies uniqueness. "
14,"5. Which one of the following attribute can be taken as a primary key?
a) Name
b) Street
c) Id
d) Department
View Answer"," Answer: c
Explanation: The attributes name, street and department can repeat for some tuples. But the id attribute has to be unique. So it forms a primary key. "
15,"6. Which one of the following cannot be taken as a primary key?
a) Id
b) Register number
c) Dept_id
d) Street
View Answer"," Answer: d
Explanation: Street is the only attribute which can occur more than once. "
16,"7. An attribute in a relation is a foreign key if the _______ key from one relation is used as an attribute in that relation.
a) Candidate
b) Primary
c) Super
d) Sub
View Answer"," Answer: b
Explanation: The primary key has to be referred in the other relation to form a foreign key in that relation. "
17,"8. The relation with the attribute which is the primary key is referenced in another relation. The relation which has the attribute as a primary key is called ______________
a) Referential relation
b) Referencing relation
c) Referenced relation
d) Referred relation
View Answer"," Answer: c
Explanation: None. "
18,"9. The ______ is the one in which the primary key of one relation is used as a normal attribute in another relation.
a) Referential relation
b) Referencing relation
c) Referenced relation
d) Referred relation
View Answer"," Answer: c
Explanation: None. "
19,"10. A _________ integrity constraint requires that the values appearing in specified attributes of any tuple in the referencing relation also appear in specified attributes of at least one tuple in the referenced relation.
a) Referential
b) Referencing
c) Specific
d) Primary
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: a
Explanation: A relation, say r1, may include among its attributes the primary key of another relation, say r2. This attribute is called a foreign key from r1, referencing r2. The relation r1 is also called the referencing relation of the foreign key dependency, and r2 is called the referenced relation of the foreign key. "
20,"1. Using which language can a user request information from a database?
a) Query
b) Relational
c) Structural
d) Compiler
View Answer"," Answer: a
Explanation: Query language is a method through which the database entries can be accessed. "
21,"2. Student(ID, name, dept name, tot_cred)
In this query which attributes form the primary key?
a) Name
b) Dept
c) Tot_cred
d) ID
View Answer"," Answer: d
Explanation: The attributes name, dept and tot_cred can have same values unlike ID. "
22,"3. Which one of the following is a procedural language?
a) Domain relational calculus
b) Tuple relational calculus
c) Relational algebra
d) Query language
View Answer"," Answer: c
Explanation: Domain and Tuple relational calculus are non-procedural language. Query language is a method through which database entries can be accessed. "
23,"4. The_____ operation allows the combining of two relations by merging pairs of tuples, one from each relation, into a single tuple.
a) Select
b) Join
c) Union
d) Intersection
View Answer"," Answer: b
Explanation: Join finds the common tuple in the relations and combines it. "
24,"5. The result which operation contains all pairs of tuples from the two relations, regardless of whether their attribute values match.
a) Join
b) Cartesian product
c) Intersection
d) Set difference
View Answer"," Answer: b
Explanation: Cartesian product is the multiplication of all the values in the attributes. "
25,"6. The _______operation performs a set union of two “similarly structured” tables
a) Union
b) Join
c) Product
d) Intersect
View Answer"," Answer: a
Explanation: Union just combines all the values of relations of same attributes. "
26,"7. The most commonly used operation in relational algebra for projecting a set of tuple from a relation is
a) Join
b) Projection
c) Select
d) Union
View Answer"," Answer: c
Explanation: Select is used to view the tuples of the relation with or without some constraints. "
27,"8. The _______ operator takes the results of two queries and returns only rows that appear in both result sets.
a) Union
b) Intersect
c) Difference
d) Projection
View Answer"," Answer: b
Explanation: The union operator gives the result which is the union of two queries and difference is the one where query which is not a part of second query. "
28,"9. A ________ is a pictorial depiction of the schema of a database that shows the relations in the database, their attributes, and primary keys and foreign keys.
a) Schema diagram
b) Relational algebra
c) Database diagram
d) Schema flow
View Answer"," Answer: a
Explanation: None. "
29,"10. The _________ provides a set of operations that take one or more relations as input and return a relation as an output.
a) Schematic representation
b) Relational algebra
c) Scheme diagram
d) Relation flow
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: b
Explanation: None. "
30,"1. Which one of the following is used to define the structure of the relation, deleting relations and relating schemas?
a) DML(Data Manipulation Langauge)
b) DDL(Data Definition Langauge)
c) Query
d) Relational Schema
View Answer"," Answer: b
Explanation:  Data Definition language is the language which performs all the operation in defining structure of relation. "
31,"2. Which one of the following provides the ability to query information from the database and to insert tuples into, delete tuples from, and modify tuples in the database?
a) DML(Data Manipulation Langauge)
b) DDL(Data Definition Langauge)
c) Query
d) Relational Schema
View Answer"," Answer: a
Explanation:  DML performs the change in the values of the relation. "
32,"3.What type of statement is this?
a) DML
b) DDL
c) View
d) Integrity constraint
View Answer"," Answer: b
Explanation: Data Definition language is the language which performs all the operation in defining structure of relation. "
33,"4.What type of statement is this?
a) DML
b) DDL
c) View
d) Integrity constraint
View Answer"," Answer: a
Explanation:  Select operation just shows the required fields of the relation. So it forms a DML. "
34,"5. The basic data type char(n) is a _____ length character string and varchar(n) is _____ length character.
a) Fixed, equal
b) Equal, variable
c) Fixed, variable
d) Variable, equal
View Answer"," Answer: c
Explanation:  Varchar changes its length accordingly whereas char has a specific length which has to be filled by either letters or spaces. "
35,"6. An attribute A of datatype varchar(20) has the value “Avi”. The attribute B of datatype char(20) has value  ”Reed”. Here attribute A has  ____ spaces and attribute B has ____ spaces.
a) 3, 20
b) 20, 4
c) 20, 20
d) 3, 4
View Answer"," Answer: a
Explanation:  Varchar changes its length accordingly whereas char has a specific length which has to be filled by either letters or spaces. "
36,"7. To remove a relation from an SQL database, we use the ______ command.
a) Delete
b) Purge
c) Remove
d) Drop table
View Answer"," Answer: d
Explanation:  Drop table deletes the whole structure of the relation .purge removes the table which cannot be obtained again. "
37,"8.This command performs which of the following action?
a) Remove relation
b) Clear relation entries
c) Delete fields
d) Delete rows
View Answer"," Answer: b
Explanation: Delete command removes the entries in the table. "
38,"9.What type of statement is this?
a) Query
b) DML
c) Relational
d) DDL
View Answer"," Answer: b
Explanation: The values are manipulated. So it is a DML. "
39,"10. Updates that violate __________ are disallowed.
a) Integrity constraints
b) Transaction control
c) Authorization
d) DDL constraints
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: a
Explanation: Integrity constraint has to be maintained in the entries of the relation. "
40,"1. Which of these query will display the the table given above ?
a) Select employee from name
b) Select name
c) Select name from employee
d) Select employee
View Answer"," Answer: c
Explanation: The field to be displayed is included in select and the table is included in the from clause. "
41,"2. Here which of the following displays the unique values of the column?a) All
b) From
c) Distinct
d) Name
View Answer"," Answer: c
Explanation: Distinct keyword selects only the entries that are unique.  "
42,"3. The ______ clause allows us to select only those rows in the result relation of the ____ clause that satisfy a specified predicate.
a) Where, from
b) From, select
c) Select, from
d) From, where
View Answer"," Answer: a
Explanation: Where selects the rows on a particular condition. From gives the relation which involves the operation.   "
43,"4. The query given below will not give an error. Which one of the following has to be replaced to get the desired output?a) Salary*1.1
b) ID
c) Where
d) Instructor
View Answer"," Answer: c
Explanation: Where selects the rows on a particular condition. From gives the relation which involves the operation. Since Instructor is a relation it has to have from clause.  "
44,"5. The ________ clause is used to list the attributes desired in the result of a query.
a) Where
b) Select
c) From
d) Distinct
View Answer"," Answer: b
Explanation: None  "
45,"6. This Query can be replaced by which one of the following?a) Select name,course_id from teaches,instructor where instructor_id=course_id;
b) Select name, course_id from instructor natural join teaches;
c) Select name, course_id from instructor;
d) Select course_id from instructor join teaches;
View Answer"," Answer: b
Explanation: Join clause joins two tables by matching the common column.  "
46,"7.Which of the following fields are displayed as output?
a) Salary, dept_id
b) Employee
c) Salary
d) All the field of employee relation
View Answer"," Answer: d
Explanation: Here * is used to select all the fields of the relation.  "
47,"8. This is Employee table.
Which of the following employee_id will be displayed for the given query?"," Answer: d
Explanation: Greater than symbol does not include the given value unlike >=.  "
48,"9. Which of the following statements contains an error?
a) Select * from emp where empid = 10003;
b) Select empid from emp where empid = 10006;
c) Select empid from emp;
d) Select empid where empid = 1009 and lastname = ‘GELLER’;
View Answer"," Answer: d
Explanation: This query do not have from clause which specifies the relation from which the values has to be selected.  "
49,"10. In the given query which of the keyword has to be inserted?a) Table
b) Values
c) Relation
d) Field
View Answer"," Answer: b
Explanation: Value keyword has to be used to insert the values into the table.  "
50,"1.Which keyword must be used here to rename the field name?
a) From
b) Rename
c) As
d) Join
View Answer"," Answer: c
Explanation: As keyword is used to rename.  "
51,"2.In the SQL given above there is an error . Identify the error.
a) Dept_name
b) Employee
c) “Comp Sci”
d) From
View Answer"," Answer: c
Explanation: For any string operations single quoted(‘) must be used to enclose.  "
52,"3.Which one of the following has to be added into the blank to select the dept_name which has Computer Science as its ending string?
a) %
b) _
c) ||
d) $
View Answer"," Answer: a
Explanation: The % character matches any substring.  "
53,"4. ’_ _ _ ’ matches any string of ______ three characters. ’_ _ _ %’ matches any string of at ______ three characters.
a) Atleast, Exactly
b) Exactly, Atleast
c) Atleast, All
d) All, Exactly
View Answer"," Answer: b
Explanation: None.  "
54,"5.By default, the order by clause lists items in ______ order.
a) Descending
b) Any
c) Same
d) Ascending
View Answer"," Answer: d
Explanation: Specification of descending order is essential but it not for ascending.  "
55,"6.To display the salary from greater to smaller and name in ascending order which of the following options should be used?
a) Ascending, Descending
b) Asc, Desc
c) Desc, Asc
d) Descending, Ascending
View Answer"," Answer: c
Explanation: None.  "
56,"7.This query can be replaced by which of the following ?
a)"," Answer: a
Explanation:  SQL includes a between comparison operator to simplify where clauses that specify that a value be less than or equal to some value and greater than or equal to some other value.  "
57,"8.This query does which of the following operation?
a) All attributes of instructor and teaches are selected
b) All attributes of instructor are selected on the given condition
c) All attributes of teaches are selected on given condition
d) Only the some attributes from instructed and teaches are selected
View Answer"," Answer: b
Explanation: The asterisk symbol “ * ” can be usedin the select clause to denote “all attributes.”  "
58,"9. In SQL the spaces at the end of the string are removed by _______ function.
a) Upper
b) String
c) Trim
d) Lower
View Answer"," Answer: c
Explanation:  The syntax of trim is Trim(s); where s-string.  "
59,"10. _____ operator is used for appending two strings.
a) &
b) %
c) ||
d) _
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: c
Explanation:  || is the concatenation operator.  "
60,"1. The union operation is represented by
a) ∩
b) U
c) –
d) *
View Answer"," Answer: b
Explanation: Union operator combines the relations.  "
61,"2. The intersection operator is used to get the _____ tuples.
a) Different
b) Common
c) All
d) Repeating
View Answer"," Answer: b
Explanation: Intersection operator ignores unique tuples and takes only common ones.  "
62,"3. The union operation automatically __________ unlike the select clause.
a) Adds tuples
b) Eliminates unique tuples
c) Adds common tuples
d) Eliminates duplicate
View Answer"," Answer: d
Explanation: None.  "
63,"4. If we want to retain all duplicates, we must write ________ in place of union.
a) Union all
b) Union some
c) Intersect all
d) Intersect some
View Answer"," Answer: a
Explanation: Union all will combine all the tuples including duplicates.  "
64,"5.This query displays
a) Only tuples from second part
b) Only tuples from the first part which has the tuples from second part
c) Tuples from both the parts
d) Tuples from first part which do not have second part
View Answer"," Answer: d
Explanation: Except keyword is used to ignore the values.  "
65,"6. For like predicate which of the following is true.a) i-only
b) ii-only
c) i & ii
d) None of the mentioned
View Answer"," Answer: c
Explanation: The % wildcard matches zero or more characters, while the _ wildcard matches exactly one character. Together, they offer flexibility and precision in pattern matching within the like predicate."
66,"7. The number of attributes in relation is called as its
a) Cardinality
b) Degree
c) Tuples
d) Entity
View Answer"," Answer: b
Explanation: None.  "
67,"8. _____ clause is an additional filter that is applied to the result.
a) Select
b) Group-by
c) Having
d) Order by
View Answer"," Answer: c
Explanation: Having is used to provide additional aggregate filtration to the query.  "
68,"9. _________ joins are SQL server default
a) Outer
b) Inner
c) Equi
d) None of the mentioned
View Answer"," Answer: b
Explanation: It is optional to give the inner keyword with the join as it is default.  "
69,"10. The _____________ is essentially used to search for patterns in target string.
a) Like Predicate
b) Null Predicate
c) In Predicate
d) Out Predicate
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: a
Explanation: Like predicate matches the string in the given pattern.  "
70,"1. A _____ indicates an absent value that may exist but be unknown or that may not exist at all.
a) Empty tuple
b) New value
c) Null value
d) Old value
View Answer"," Answer: c
Explanation: None.  "
71,"2. If the attribute phone number is included in the relation all the values need not be entered into the phone number column. This type of entry is given as
a) 0
b) –
c) Null
d) Empty space
View Answer"," Answer: c
Explanation: Null is used to represent the absence of a value.  "
72,"3. The predicate in a where clause can involve Boolean operations such as and. The result of true and unknown is_______ false and unknown is _____ while unknown and unknown is _____
a) Unknown, unknown, false
b) True, false, unknown
c) True, unknown, unknown
d) Unknown, false, unknown
View Answer"," Answer: d
Explanation: None.  "
73,"4.a) Tuples with null value
b) Tuples with no null values
c) Tuples with any salary
d) All of the mentioned
View Answer"," Answer: b
Explanation: Not null constraint removes the tpules of null values.  "
74,"5. In an employee table to include the attributes whose value always have some value which of the following constraint must be used?
a) Null
b) Not null
c) Unique
d) Distinct
View Answer"," Answer: b
Explanation: Not null constraint removes the tuples of null values.  "
75,"6. Using the ______ clause retains only one copy of such identical tuples.
a) Null
b) Unique
c) Not null
d) Distinct
View Answer"," Answer: d
Explanation: Unique is a constraint.  "
76,"7.Some of these insert statements will produce an error. Identify the statement.
a) Insert into employee values (1005,Rach,0);
b) Insert into employee values (1002,Joey,335);
c) Insert into employee values (1007,Ross, );
d) None of the mentioned
View Answer"," Answer: c
Explanation: Not null constraint is specified which means sone value (can include 0 also) should be given.  "
77,"8. The primary key must be
a) Unique
b) Not null
c) Both Unique and Not null
d) Either Unique or Not null
View Answer"," Answer: c
Explanation: Primary key must satisfy unique and not null condition for sure.  "
78,"9. You attempt to query the database with this command:Why does this statement cause an error when QUANTITY values are null?
a) The expression attempts to divide by a null value
b) The data types in the conversion function are incompatible
c) The character string none should be enclosed in single quotes (‘ ‘)
d) A null value used in an expression cannot be converted to an actual value
View Answer"," Answer: a
Explanation:  The expression attempts to divide by a null value is erroneous in sql.  "
79,"10. The result of _____unknown is unknown.
a) Xor
b) Or
c) And
d) Not
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: d
Explanation: Since unknown does not hold any value the value cannot have a reverse value.  "
80,"1. Aggregate functions are functions that take a ___________   as input and return a single value.
a) Collection of values
b) Single value
c) Aggregate value
d) Both Collection of values & Single value
View Answer"," Answer: a
Explanation: None.  "
81,"2.Which of the following should be used to find the mean of the salary ?
a) Mean(salary)
b) Avg(salary)
c) Sum(salary)
d) Count(salary)
View Answer"," Answer: b
Explanation: Avg() is used to find the mean of the values.  "
82,"3.If we do want to eliminate duplicates, we use the keyword ______in the aggregate expression.
a) Distinct
b) Count
c) Avg
d) Primary key
View Answer"," Answer: a
Explanation: Distinct keyword is used to select only unique items from the relation.  "
83,"4. All aggregate functions except _____ ignore null values in their input collection.
a) Count(attribute)
b) Count(*)
c) Avg
d) Sum
View Answer"," Answer: b
Explanation: * is used to select all values including null.  "
84,"5. A Boolean data type that can take values true, false, and________
a) 1
b) 0
c) Null
d) Unknown
View Answer"," Answer: d
Explanation: Unknown values do not take null value but it is not known.  "
85,"6. The ____ connective tests for set membership, where the set is a collection of values produced by a select clause. The ____ connective tests for the absence of set membership.
a) Or, in
b) Not in, in
c) In, not in
d) In, or
View Answer"," Answer: c
Explanation: In checks, if the query has the value but not in checks if it does not have the value.  "
86,"7. Which of the following should be used to find all the courses taught in the Fall 2009 semester but not in the Spring 2010 semester .
a)b)"," Answer: a
Explanation: None.  "
87,"8. The phrase “greater than at least one” is represented in SQL by _____
a) < all
b) < some
c) > all
d) > some
View Answer"," Answer: d
Explanation:  >some takes atlest one value above it .  "
88,"9. Which of the following is used to find all courses taught in both the Fall 2009 semester and in the Spring 2010 semester .
a)b)"," Answer: a
Explanation: None.  "
89,"10. We can test for the nonexistence of tuples in a subquery by using the _____ construct.
a) Not exist
b) Not exists
c) Exists
d) Exist
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: b
Explanation: Exists is used to check for the existence of tuples.  "
90,"1.a) Avg(salary) should not be selected
b) Dept_id should not be used in group by clause
c) Misplaced group by clause
d) Group by clause is not valid in this query
View Answer"," Answer: b
Explanation: Any attribute that is not present in the group by clause must appear only inside an aggregate function if it appears in the select clause, otherwise the query is treated as erroneous.  "
91,"2. SQL applies predicates in the _______ clause after groups have been formed, so aggregate functions may be used.
a) Group by
b) With
c) Where
d) Having
View Answer"," Answer: d
Explanation: The Having clause in SQL is used to apply predicates after groups have been formed using the Group By clause. This allows aggregate functions to be used and filters the grouped data based on specified conditions. "
92,"3. Aggregate functions can be used in the select list or the_______clause of a select statement or subquery. They cannot be used in a ______ clause.
a) Where, having
b) Having, where
c) Group by, having
d) Group by, where
View Answer"," Answer: b
Explanation: To include aggregate functions having clause must be included after where.  "
93,"4. The ________ keyword is used to access attributes of preceding tables or subqueries in the from clause.
a) In
b) Lateral
c) Having
d) With
View Answer"," Answer: b
Explanation:
 Eg : SELECT name, salary, avg salary
            FROM instructor I1, lateral (SELECT avg(salary) AS avg salary
            FROM instructor I2
            WHERE I2.dept name= I1.dept name);
Without the lateral clause, the subquery cannot access the correlation variable
I1 from the outer query.  "
94,"5. Which of the following creates a temporary relation for the query on which it is defined?
a) With
b) From
c) Where
d) Select
View Answer"," Answer: a
Explanation: The with clause provides a way of defining a temporary relation whose definition is available only to the query in which the with clause occurs.  "
95,"6.In the query given above which one of the following is a temporary relation?
a) Budget
b) Department
c) Value
d) Max_budget
View Answer"," Answer: d
Explanation: With clause creates a temporary relation.  "
96,"7. Subqueries cannot:
a) Use group by or group functions
b) Retrieve data from a table different from the one in the outer query
c) Join tables
d) Appear in select, update, delete, insert statements.
View Answer"," Answer: c
Explanation: None.  "
97,"8. Which of the following is not an aggregate function?
a) Avg
b) Sum
c) With
d) Min
View Answer"," Answer: c
Explanation: With is used to create temporary relation and its not an aggregate function.  "
98,"9. The EXISTS keyword will be true if:
a) Any row in the subquery meets the condition only
b) All rows in the subquery fail the condition only
c) Both of these two conditions are met
d) Neither of these two conditions is met
View Answer"," Answer: a
Explanation: EXISTS keyword checks for existance of a condition.  "
99,"10. How can you find rows that do not match some specified condition?
a) EXISTS
b) Double use of NOT EXISTS
c) NOT EXISTS
d) None of the mentioned
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: b
Explanation: None.  "
100,"1. A Delete command operates on ______ relation.
a) One
b) Two
c) Several
d) Null
View Answer"," Answer: a
Explanation: Delete can delete from only one table at a time.  "
101,"2. The above command
a) Deletes a particular tuple from the relation
b) Deletes the relation
c) Clears all entries from the relation
d) All of the mentioned
View Answer"," Answer: a
Explanation: Here P gives the condition for deleting specific rows.  "
102,"3. Which one of the following deletes all the entries but keeps the structure of the relation.
a) Delete from r where P;
b) Delete from instructor where dept name= ’Finance’;
c) Delete from instructor where salary between 13000 and 15000;
d) Delete from instructor;
View Answer"," Answer: d
Explanation: Absence of condition deletes all rows.  "
103,"4. Which of the following is used to insert a tuple from another relation?
a)b)"," Answer: b
Explanation: Using select statement in insert will include rows which are the result of the selection.  "
104,"5. Which of the following deletes all tuples in the instructor relation for those instructors associated with a department located in the Watson building which is in department relation.
a)b)"," Answer: c
Explanation: The query must include building=watson condition to filter the tuples.  "
105,"6.Fill in with correct keyword to update the instructor relation.
a) Where
b) Set
c) In
d) Select
View Answer"," Answer: b
Explanation: Set is used to update the particular value.  "
106,"7. _________ are useful in SQL update statements, where they can be used in the set clause.
a) Multiple queries
b) Sub queries
c) Update
d) Scalar subqueries
View Answer"," Answer: d
Explanation: None.  "
107,"8. The problem of ordering the update in multiple updates is avoided using
a) Set
b) Where
c) Case
d) When
View Answer"," Answer: c
Explanation: The case statements can add the order of updating tuples.  "
108,"9. Which of the following is the correct format for case statements.
a)b)"," Answer: b
Explanation: None.  "
109,"10. Which of the following relation updates all instructors with salary over $100,000 receive a 3 percent raise, whereas all others receive a 5 percent raise.
a)b)"," Answer: a
Explanation: The order of the two update statements is important. If we changed the order of the two statements, an instructor with a salary just under $100,000 would receive an over 8 percent raise. SQL provides a case construct that we can use to perform both the updates with a single update statement, avoiding the problem with the order of updates. "
110,"1. The____condition allows a general predicate over the relations being joined.
a) On
b) Using
c) Set
d) Where
View Answer"," Answer: a
Explanation: On gives the condition for the join expression.  "
111,"2. Which of the join operations do not preserve non matched tuples?
a) Left outer join
b) Right outer join
c) Inner join
d) Natural join
View Answer"," Answer: c
Explanation: INNER JOIN: Returns all rows when there is at least one match in BOTH tables.  "
112,"3.The above query is equivalent to
a)"," Answer: a
Explanation: Join can be replaced by inner join.  "
113,"4. What type of join is needed when you wish to include rows that do not have matching values?
a) Equi-join
b) Natural join
c) Outer join
d) All of the mentioned
View Answer"," Answer: c
Explanation: An outer join does not require each record in the two joined tables to have a matching record..  "
114,"5. How many tables may be included with a join?
a) One
b) Two
c) Three
d) All of the mentioned
View Answer"," Answer: d
Explanation: Join can combine multiple tables.  "
115,"6.  Which are the join types in join condition:
a) Cross join
b) Natural join
c) Join with USING clause
d) All of the mentioned
View Answer"," Answer: d
Explanation: There are totally four join types in SQL.  "
116,"7. How many join types in join condition:
a) 2
b) 3
c) 4
d) 5
View Answer"," Answer: d
Explanation: Types are inner join, left outer join, right outer join, full join, cross join.  "
117,"8.  Which join refers to join records from the right table that have no matching key in the left table are include in the result set:
a) Left outer join
b) Right outer join
c) Full outer join
d) Half outer join
View Answer"," Answer: b
Explanation: RIGHT OUTER JOIN: Return all rows from the right table and the matched rows from the left table.  "
118,"9. The operation which is not considered a basic operation of relational algebra is
a) Join
b) Selection
c) Union
d) Cross product
View Answer"," Answer: a
Explanation: None.  "
119,"10. In SQL the statement select * from R, S is equivalent to
a) Select * from R natural join S
b) Select * from R cross join S
c) Select * from R union join S
d) Select * from R inner join S
View AnswerSanfoundry Global Education & Learning Series – Database Management System."," Answer: b
Explanation: None. "
120,"1. Which of the following creates a virtual relation for storing the query?
a) Function
b) View
c) Procedure
d) None of the mentioned
View Answer"," Answer: b
Explanation: Any such relation that is not part of the logical model, but is made visible to a user as a virtual relation, is called a view. "
121,"2. Which of the following is the syntax for views where v is view name?
a) Create view v as “query name”;
b) Create “query expression” as view;
c) Create view v as “query expression”;
d) Create view “query expression”;
View Answer"," Answer: c
Explanation: <query expression> is any legal query expression. The view name is represented by v. "
122,"3.Here the tuples are selected from the view.Which one denotes the view.
a) Course_id
b) Watson
c) Building
d) physics_fall_2009
View Answer"," Answer: c
Explanation: View names may appear in a query any place where a relation name may appear. "
123,"4. Materialised views make sure that
a) View definition is kept stable
b) View definition is kept up-to-date
c) View definition is verified for error
d) View is deleted after specified time
View Answer"," Answer: b
Explanation: None. "
124,"5. Updating the value of the view
a) Will affect the relation from which it is defined
b) Will not change the view definition
c) Will not affect the relation from which it is defined
d) Cannot determine
View Answer"," Answer: a
Explanation: None. "
125,"6. SQL view is said to be updatable (that is, inserts, updates or deletes can be applied on the view) if which of the following conditions are satisfied by the query defining the view?
a) The from clause has only one database relation
b) The query does not have a group by or having clause
c) The select clause contains only attribute names of the relation and does not have any expressions, aggregates, or distinct specification
d) All of the mentioned
View Answer"," Answer: d
Explanation: All of the conditions must be satisfied to update the view in sql. "
126,"7. Which of the following is used at the end of the view to reject the tuples which do not satisfy the condition in where clause?
a) With
b) Check
c) With check
d) All of the mentioned
View Answer"," Answer: c
Explanation: Views can be defined with a with check option clause at the end of the view definition; then, if a tuple inserted into the view does not satisfy the view’s where clause condition, the insertion is rejected by the database system. "
127,"8. Consider the two relations instructor and department
Instructor:Department:"," Answer: a
Explanation: None. "
128,"9. For the view Create view instructor_info asIf we insert tuple into the view as insert into instructor info values (’69987’, ’White’, ’Taylor’);
What will be the values of the other attributes in instructor and department relations?
a) Default value
b) Null
c) Error statement
d) 0
View Answer"," Answer: b
Explanation: The values take null if there is no constraint in the attribute else it is an Erroneous statement. "
129,"10.Find the error in this query.
a) Instructor
b) Select
c) View …as
d) None of the mentioned
View Answer"," Answer: d
Explanation: Syntax is – create view v as <query expression>;. "
130,"1. A _________ consists of a sequence of query and/or update statements.
a) Transaction
b) Commit
c) Rollback
d) Flashback
View Answer"," Answer: a
Explanation: Transaction is a set of operation until commit. "
131,"2. Which of the following makes the transaction permanent in the database?
a) View
b) Commit
c) Rollback
d) Flashback
View Answer"," Answer: b
Explanation: Commit work commits the current transaction. "
132,"3. In order to undo the work of transaction after last commit which one should be used?
a) View
b) Commit
c) Rollback
d) Flashback
View Answer"," Answer: c
Explanation: Rollback work causes the current transaction to be rolled back; that is, it undoes all the updates performed by the SQL statements in the transaction. "
133,"4. Consider the following action:What does Rollback do?
a) Undoes the transactions before commit
b) Clears all transactions
c) Redoes the transactions before commit
d) No action
View Answer"," Answer: d
Explanation: Once a transaction has executed commit work, its effects can no longer be undone by rollback work. "
134,"5. In case of any shut down during transaction before commit which of the following statement is done automatically?
a) View
b) Commit
c) Rollback
d) Flashback
View Answer"," Answer: c
Explanation: Once a transaction has executed commit work, its effects can no longer be undone by rollback work. "
135,"6. In order to maintain the consistency during transactions, database provides
a) Commit
b) Atomic
c) Flashback
d) Retain
View Answer"," Answer: b
Explanation: By atomic, either all the effects of the transaction are reflected in the database, or none are (after rollback). "
136,"7. Transaction processing is associated with everything below except
a) Conforming an action or triggering a response
b) Producing detail summary or exception report
c) Recording a business activity
d) Maintaining a data
View Answer"," Answer: a
Explanation: None. "
